model,experiment_id,outer_fold,best_epoch,image,valid_pixels,gt_foreground_pixels,foreground_fraction_weight,foreground_macro_f1,binary_foreground_f1,crack_f1,craquelure_f1
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C01__y00000_x00000,262144,6344,0.024200439453125,0.2082691639661789,0.22478991746902466,,0.2082691639661789
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C01__y00000_x00256,262144,9139,0.034862518310546875,0.1925802379846573,0.20505249500274658,,0.1925802379846573
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C01__y00000_x00512,262144,5838,0.02227020263671875,0.21622303128242493,0.2098914384841919,,0.21622303128242493
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C01__y00256_x00000,262144,52541,0.20042800903320312,0.7796738147735596,0.7796738147735596,,0.7796738147735596
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C01__y00256_x00256,262144,35721,0.13626480102539062,0.7185676693916321,0.7185676693916321,,0.7185676693916321
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C01__y00256_x00512,262144,9558,0.03646087646484375,0.4529653787612915,0.4519459903240204,,0.4529653787612915
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C01__y00512_x00000,262144,67439,0.2572593688964844,0.7876166105270386,0.7866834998130798,,0.7876166105270386
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C01__y00512_x00256,262144,57932,0.2209930419921875,0.7892552614212036,0.7892552614212036,,0.7892552614212036
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C01__y00512_x00512,262144,30238,0.11534881591796875,0.7389590740203857,0.7380553483963013,,0.7389590740203857
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C02__y00000_x00000,262144,1210,0.00461578369140625,0.26920366287231445,0.30241936445236206,,0.26920366287231445
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C02__y00000_x00256,262144,2847,0.010860443115234375,0.53197181224823,0.5186567306518555,,0.53197181224823
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C02__y00000_x00512,262144,2497,0.009525299072265625,0.41586539149284363,0.3658472001552582,,0.41586539149284363
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C02__y00256_x00000,262144,20748,0.0791473388671875,0.6831160187721252,0.6859996318817139,,0.6831160187721252
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C02__y00256_x00256,262144,25025,0.09546279907226562,0.7146878242492676,0.7146878242492676,,0.7146878242492676
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C02__y00256_x00512,262144,21756,0.0829925537109375,0.6068561673164368,0.6019908785820007,,0.6068561673164368
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C02__y00512_x00000,262144,23500,0.0896453857421875,0.4715977907180786,0.6639485359191895,0.2794871926307678,0.6637083888053894
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C02__y00512_x00256,262144,25674,0.09793853759765625,0.4629564881324768,0.6589128375053406,0.25521764159202576,0.6706953048706055
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C02__y00512_x00512,262144,22528,0.0859375,0.4277114272117615,0.554608166217804,0.2813117206096649,0.5741111636161804
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C04__y00000_x00000,262144,32,0.0001220703125,0.0,0.0,,0.0
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C04__y00000_x00256,262144,5676,0.0216522216796875,0.47106075286865234,0.4830576777458191,,0.47106075286865234
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C04__y00000_x00512,262144,21284,0.0811920166015625,0.7211346626281738,0.7250915765762329,,0.7211346626281738
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C04__y00256_x00000,262144,9075,0.034618377685546875,0.425393283367157,0.43700605630874634,,0.425393283367157
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C04__y00256_x00256,262144,35440,0.13519287109375,0.8072367906570435,0.8060266375541687,,0.8072367906570435
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C04__y00256_x00512,262144,78019,0.2976188659667969,0.8536280393600464,0.853588879108429,,0.8536280393600464
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C04__y00512_x00000,262144,22826,0.08707427978515625,0.38473230600357056,0.40555503964424133,,0.38473230600357056
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C04__y00512_x00256,262144,61298,0.23383331298828125,0.7847936153411865,0.7847936153411865,,0.7847936153411865
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C04__y00512_x00512,262144,97073,0.3703041076660156,0.48596835136413574,0.8512580990791321,0.11780822277069092,0.8541284799575806
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C05__y00000_x00000,262144,299,0.001140594482421875,0.0021459227427840233,0.028493894264101982,,0.0021459227427840233
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C05__y00000_x00256,262144,10308,0.0393218994140625,0.5745053887367249,0.5841273665428162,,0.5745053887367249
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C05__y00000_x00512,262144,22174,0.08458709716796875,0.7270431518554688,0.7315962314605713,,0.7270431518554688
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C05__y00256_x00000,262144,12024,0.045867919921875,0.6957240700721741,0.6977620720863342,,0.6957240700721741
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C05__y00256_x00256,262144,47457,0.18103408813476562,0.8351337313652039,0.8351337313652039,,0.8351337313652039
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C05__y00256_x00512,262144,79380,0.3028106689453125,0.8589913249015808,0.8586475253105164,,0.8589913249015808
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C05__y00512_x00000,262144,28420,0.1084136962890625,0.5855128765106201,0.5897544026374817,,0.5855128765106201
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C05__y00512_x00256,262144,73705,0.2811622619628906,0.4061691164970398,0.8113281726837158,0.0,0.8123382329940796
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R1_C05__y00512_x00512,262144,92053,0.3511543273925781,0.6533446311950684,0.85463547706604,0.4469863474369049,0.8597028851509094
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C01__y00000_x00000,262144,47411,0.18085861206054688,0.7857379913330078,0.7857379913330078,,0.7857379913330078
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C01__y00000_x00256,262144,33607,0.12820053100585938,0.7288921475410461,0.7291809320449829,,0.7288921475410461
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C01__y00000_x00512,262144,8339,0.031810760498046875,0.5196112990379333,0.5023626089096069,,0.5196112990379333
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C01__y00256_x00000,262144,56739,0.21644210815429688,0.7933396100997925,0.7933396100997925,,0.7933396100997925
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C01__y00256_x00256,262144,53020,0.2022552490234375,0.7938433289527893,0.7938433289527893,,0.7938433289527893
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C01__y00256_x00512,262144,29979,0.11436080932617188,0.7648204565048218,0.7646476626396179,,0.7648204565048218
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C01__y00512_x00000,262144,23424,0.08935546875,0.7104081511497498,0.7104081511497498,,0.7104081511497498
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C01__y00512_x00256,262144,60459,0.23063278198242188,0.7930154204368591,0.7930154204368591,,0.7930154204368591
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C01__y00512_x00512,262144,67390,0.25707244873046875,0.8136422634124756,0.8124505877494812,,0.8136422634124756
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C02__y00000_x00000,262144,24831,0.09472274780273438,0.6562103033065796,0.6562103033065796,,0.6562103033065796
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C02__y00000_x00256,262144,26875,0.10251998901367188,0.689018964767456,0.689018964767456,,0.689018964767456
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C02__y00000_x00512,262144,23691,0.09037399291992188,0.568118691444397,0.5629912614822388,,0.568118691444397
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C02__y00256_x00000,262144,27704,0.105682373046875,0.619698703289032,0.6130610108375549,,0.619698703289032
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C02__y00256_x00256,262144,24681,0.09415054321289062,0.6030521392822266,0.6005801558494568,,0.6030521392822266
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C02__y00256_x00512,262144,24013,0.09160232543945312,0.4766293168067932,0.47910478711128235,,0.4766293168067932
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C02__y00512_x00000,262144,31061,0.11848831176757812,0.6874628067016602,0.683353066444397,,0.6874628067016602
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C02__y00512_x00256,262144,9690,0.03696441650390625,0.3848653733730316,0.3847959339618683,,0.3848653733730316
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C02__y00512_x00512,262144,4194,0.01599884033203125,0.01158480066806078,0.11188271641731262,,0.01158480066806078
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C04__y00000_x00000,262144,10412,0.0397186279296875,0.41432085633277893,0.42792701721191406,,0.41432085633277893
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C04__y00000_x00256,262144,32974,0.12578582763671875,0.8304985761642456,0.8304985761642456,,0.8304985761642456
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C04__y00000_x00512,262144,71752,0.273712158203125,0.8453465700149536,0.8451557159423828,,0.8453465700149536
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C04__y00256_x00000,262144,19263,0.07348251342773438,0.4005966782569885,0.3969873785972595,,0.4005966782569885
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C04__y00256_x00256,262144,51440,0.19622802734375,0.8048028945922852,0.8038201332092285,,0.8048028945922852
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C04__y00256_x00512,262144,82941,0.3163948059082031,0.6170332431793213,0.8445762395858765,0.38650867342948914,0.847557783126831
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C04__y00512_x00000,262144,13689,0.052219390869140625,0.23586836457252502,0.4440136253833771,0.0,0.47173672914505005
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C04__y00512_x00256,262144,38655,0.14745712280273438,0.6971964836120605,0.6930626630783081,,0.6971964836120605
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C04__y00512_x00512,262144,41258,0.15738677978515625,0.5052023530006409,0.7421966791152954,0.2613818943500519,0.7490227818489075
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C05__y00000_x00000,262144,13490,0.05146026611328125,0.6583279371261597,0.6627026796340942,,0.6583279371261597
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C05__y00000_x00256,262144,45157,0.17226028442382812,0.8400540947914124,0.8392731547355652,,0.8400540947914124
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C05__y00000_x00512,262144,74516,0.2842559814453125,0.8495553731918335,0.8488646745681763,,0.8495553731918335
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C05__y00256_x00000,262144,24273,0.09259414672851562,0.6117482781410217,0.5977316498756409,,0.6117482781410217
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C05__y00256_x00256,262144,63183,0.24102401733398438,0.8195812702178955,0.8191927075386047,,0.8195812702178955
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C05__y00256_x00512,262144,80253,0.3061408996582031,0.6365447044372559,0.8384975790977478,0.4309597611427307,0.842129647731781
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C05__y00512_x00000,262144,18382,0.07012176513671875,0.3034050166606903,0.5842462778091431,0.0,0.6068100333213806
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C05__y00512_x00256,262144,38985,0.14871597290039062,0.7297316193580627,0.7264289259910583,,0.7297316193580627
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,MGLST-DT-1R-A2-1_R2_C05__y00512_x00512,262144,33048,0.126068115234375,0.524243950843811,0.7152338624000549,0.31712061166763306,0.7313672304153442
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R11_C03__y00000_x00256,262144,7492,0.0285797119140625,0.10111542046070099,0.09426924586296082,0.10111542046070099,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R11_C03__y00000_x00512,262144,7492,0.0285797119140625,0.09433040022850037,0.08705458045005798,0.09433040022850037,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R11_C03__y00256_x00256,262144,7010,0.02674102783203125,0.19990237057209015,0.18814609944820404,0.19990237057209015,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R11_C03__y00256_x00512,262144,7010,0.02674102783203125,0.17913101613521576,0.16758498549461365,0.17913101613521576,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R11_C03__y00512_x00256,262144,7309,0.027881622314453125,0.06589044630527496,0.06589044630527496,0.06589044630527496,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R11_C03__y00512_x00512,262144,7309,0.027881622314453125,0.06527414917945862,0.06527414917945862,0.06527414917945862,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R12_C05__y00000_x00000,262144,2871,0.010951995849609375,0.6834037899971008,0.6884296536445618,0.6834037899971008,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R12_C05__y00000_x00256,262144,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R12_C05__y00256_x00000,262144,3157,0.012042999267578125,0.5761613249778748,0.5822875499725342,0.5761613249778748,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R12_C05__y00512_x00000,261389,3074,0.011760249733924866,0.4120723605155945,0.43166542053222656,0.4120723605155945,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R12_C05__y00512_x00256,261389,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R12_C05__y00512_x00512,261910,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R12_C06__y00256_x00512,262144,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R12_C06__y00512_x00000,258503,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R12_C06__y00512_x00256,252924,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R12_C06__y00512_x00512,256565,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R7_C02__y00000_x00000,262144,4735,0.018062591552734375,0.8137766718864441,0.8137766718864441,0.8137766718864441,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R7_C02__y00000_x00512,258478,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R7_C02__y00256_x00000,262144,4570,0.01743316650390625,0.7409464120864868,0.7768920063972473,0.7409464120864868,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R7_C02__y00512_x00000,262144,3490,0.01331329345703125,0.7508472204208374,0.7804049253463745,0.7508472204208374,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R8_C05__y00000_x00000,262144,3693,0.014087677001953125,0.745585560798645,0.7688551545143127,0.745585560798645,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R8_C05__y00000_x00256,262144,3693,0.014087677001953125,0.6588486433029175,0.7269976735115051,0.6588486433029175,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R8_C05__y00000_x00512,258949,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R8_C05__y00256_x00000,262144,3738,0.01425933837890625,0.6479670405387878,0.6254927515983582,0.6479670405387878,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R8_C05__y00256_x00256,262144,3738,0.01425933837890625,0.6011502742767334,0.654914140701294,0.6011502742767334,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R8_C05__y00512_x00000,262144,4127,0.015743255615234375,0.6519587635993958,0.6682917475700378,0.6519587635993958,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R8_C05__y00512_x00256,262144,4127,0.015743255615234375,0.5723381638526917,0.6613110303878784,0.5723381638526917,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R8_C06__y00000_x00000,258913,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R8_C06__y00000_x00256,259147,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R8_C06__y00512_x00256,262144,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R9_C01__y00000_x00000,262144,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R9_C01__y00256_x00000,260317,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R9_C01__y00256_x00256,259344,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R9_C01__y00256_x00512,260041,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R9_C01__y00512_x00000,257871,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R9_C01__y00512_x00256,258451,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R9_C01__y00512_x00512,260041,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R9_C05__y00000_x00000,262144,3244,0.0123748779296875,0.6800000071525574,0.7676088809967041,0.6800000071525574,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R9_C05__y00000_x00256,262144,3244,0.0123748779296875,0.6439467668533325,0.6928753852844238,0.6439467668533325,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R9_C05__y00256_x00000,262144,3483,0.013286590576171875,0.682623565196991,0.7641535997390747,0.682623565196991,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R9_C05__y00256_x00256,262144,3483,0.013286590576171875,0.5980010032653809,0.7510812878608704,0.5980010032653809,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R9_C05__y00512_x00000,262144,3495,0.013332366943359375,0.6803278923034668,0.689866304397583,0.6803278923034668,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,0,16,SSGWT-MH-M-A8-1_R9_C05__y00512_x00256,262144,3495,0.013332366943359375,0.6149340867996216,0.6954031586647034,0.6149340867996216,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,1,7,01_門神部分(必要標註)_R10_C02__y00000_x00000,257362,323,0.0012550415704026818,0.009569377638399601,0.008157716132700443,0.009569377638399601,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,1,7,01_門神部分(必要標註)_R10_C03__y00000_x00000,262144,2366,0.00902557373046875,0.00712105818092823,0.01043607946485281,0.01424211636185646,0.0
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,1,7,01_門神部分(必要標註)_R10_C04__y00000_x00000,261880,8435,0.03220940753817558,0.0032064998522400856,0.054488405585289,0.0009197516483254731,0.005493247881531715
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,1,7,01_門神部分(必要標註)_R10_C05__y00000_x00000,262144,747,0.002849578857421875,0.0,0.00025246149743907154,,0.0
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,1,7,01_門神部分(必要標註)_R10_C06__y00000_x00000,262144,331,0.001262664794921875,0.0,0.0,0.0,0.0
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,1,7,01_門神部分(必要標註)_R10_C07__y00000_x00000,262144,1130,0.00431060791015625,0.0,0.0,0.0,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,1,7,01_門神部分(必要標註)_R10_C08__y00000_x00000,262144,2132,0.0081329345703125,0.0,0.0,0.0,0.0
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,1,7,01_門神部分(必要標註)_R10_C09__y00000_x00000,262144,191,0.000728607177734375,0.0,0.0,,0.0
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,1,7,01_門神部分(必要標註)_R10_C10__y00000_x00000,262144,4107,0.015666961669921875,0.4187294840812683,0.43959131836891174,0.4187294840812683,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,1,7,01_門神部分(必要標註)_R10_C11__y00000_x00000,255905,0,0.0,,,,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,1,7,01_門神部分(必要標註)_R11_C02__y00000_x00000,256915,821,0.0031956094317138195,0.10635155439376831,0.10670512169599533,0.10635155439376831,
ResNet50 U-Net,2026-08-17_dataset-v2_3class_resunet50_seed42,1,7,01_門神部分(必要標註)_R11_C03__y00000_x00000,260634,8044,0.0308632031083107,0.006847081705927849,0.009634132497012615,0.0,0.013694163411855698
